account_id,customer_id,account_type,status,open_date,balance
ACC203829,CUST102403,nri,active,2024-08-10 01:37:41.256591,168478.11
ACC203830,CUST102784,savings,active,2022-10-09 17:25:39.648132,92539.98
ACC203831,CUST101266,savings,active,2024-11-11 02:05:22.761968,288873.11
ACC203832,CUST103950,loan,active,2020-01-28 00:45:56.412604,281766.35
ACC203833,CUST999890,savings,dormant,2021-08-17 18:45:28.499965,64486.41
ACC203834,CUST106090,savings,closed,2021-08-28 08:53:27.498664,38457.46
ACC203835,CUST107512,savings,active,2022-12-31 15:12:04.160993,63066.83
ACC203836,CUST103301,savings,closed,2021-05-01 19:41:19.975462,55137.83
ACC203837,CUST104952,loan,active,2017-03-27 07:33:39.474094,71419.48
ACC203838,CUST109208,nri,active,2021-10-12 01:04:13.436669,173839.57
ACC203839,CUST106511,savings,active,2016-11-30 02:33:19.868431,53499.75
ACC203840,CUST104334,savings,active,2020-12-29 17:46:30.400437,62637.62
ACC203841,CUST104812,savings,active,2016-12-17 19:52:12.954748,34381.0
ACC203842,CUST102631,savings,active,2021-06-12 05:10:31.995862,91722.93
ACC203843,CUST108326,current,dormant,2020-05-07 05:21:36.299320,15318.25
ACC203844,CUST103921,savings,active,2021-09-22 03:44:32.590699,19067.11
ACC203845,CUST107110,savings,active,2021-12-07 06:13:37.444275,64314.05
ACC203846,CUST105692,savings,dormant,2024-07-24 04:07:31.361016,77923.75
ACC203847,CUST109601,savings,active,2026-01-16 23:07:41.477157,105998.79
ACC203848,CUST102996,savings,active,2019-02-09 03:34:32.226123,88763.36
ACC203849,CUST106055,savings,active,2025-09-29 05:47:58.218976,139042.8
ACC203850,CUST107111,loan,active,2020-05-22 23:55:10.980509,190702.28
ACC203851,CUST106748,current,active,2018-04-12 00:05:16.668607,115719.6
ACC203852,CUST109197,savings,active,2022-08-24 19:47:20.662186,159083.31
ACC203853,CUST105317,savings,active,2020-07-20 07:05:27.480960,261906.16
ACC203854,CUST104178,current,active,2019-11-03 02:40:59.163105,254888.32
ACC203855,CUST105440,savings,active,2022-11-12 09:20:35.928228,29398.45
ACC203856,CUST102970,savings,active,2023-08-01 19:22:15.722099,133402.53
ACC203857,CUST100781,current,active,2021-02-06 08:57:06.388681,47120.3
ACC203858,CUST108963,loan,active,2019-05-30 12:32:16.419227,99745.3
ACC203859,CUST104460,savings,active,2024-06-26 18:06:50.599972,27505.57
ACC203860,CUST107301,savings,active,2023-02-05 19:20:15.683259,22332.87
ACC203861,CUST102368,savings,blocked,2022-12-04 20:45:39.320955,149374.87
ACC203862,CUST101799,current,active,2025-10-24 03:29:29.956994,42771.94
ACC203863,CUST109678,savings,active,2026-08-02 18:35:40.240346,103327.93
ACC203864,CUST101820,savings,active,2017-02-07 03:08:27.087898,94359.88
ACC203865,CUST108972,savings,active,2019-03-07 16:10:07.809128,69230.55
ACC203866,CUST106349,savings,active,2024-09-23 18:29:08.772680,115079.28
ACC203867,CUST104095,nri,active,2017-08-23 17:36:24.859143,187058.15
ACC203868,CUST103587,loan,active,2016-12-02 21:47:32.280759,95836.6
ACC203869,CUST101083,current,active,2019-12-07 09:48:23.045846,45023.46
ACC203870,CUST999972,loan,closed,2024-07-02 01:52:58.109082,67769.7
ACC203871,CUST103847,savings,active,2020-09-26 16:21:47.115559,83223.03
ACC203872,CUST101175,current,active,2018-10-10 16:18:21.488011,115364.98
ACC203873,CUST109938,current,active,2018-05-04 15:42:45.254583,86632.43
ACC203874,CUST109116,savings,active,2022-02-19 16:40:40.891811,85471.79
ACC203875,CUST100681,current,active,2020-02-24 15:41:06.863683,45847.05
ACC203876,CUST105998,savings,active,2022-12-03 02:29:11.764913,81443.34
ACC203877,CUST109011,savings,active,2024-07-20 13:58:14.218059,30090.68
ACC203878,CUST100794,loan,closed,2016-09-05 12:08:49.324193,127178.48
ACC203879,CUST101062,savings,dormant,2019-11-17 12:02:33.218827,85781.0
ACC203880,CUST102787,loan,dormant,2022-02-03 04:46:09.415337,162700.51
ACC203881,CUST105571,current,active,2023-05-21 22:04:59.331089,85018.42
ACC203882,CUST105772,savings,dormant,2019-09-04 10:45:20.363838,63964.38
ACC203883,CUST108682,current,active,2021-05-15 00:30:23.638800,163300.24
ACC203884,CUST109038,savings,active,2017-09-10 07:37:10.258797,118371.92
ACC203885,CUST106182,savings,blocked,2017-08-11 13:41:11.407802,68484.44
ACC203886,CUST100556,savings,active,2025-03-26 08:43:30.270441,33096.86
ACC203887,CUST101741,savings,active,2022-01-07 21:54:28.108168,22311.65
ACC203888,CUST107804,savings,active,2021-04-05 06:47:38.267823,42583.91
ACC203889,CUST109956,savings,active,2021-01-02 04:06:02.371797,11141.7
ACC203890,CUST101052,loan,active,2026-02-25 13:40:52.746215,33118.54
ACC203891,CUST108610,loan,active,2020-11-08 20:24:32.958562,182664.12
ACC203892,CUST104009,savings,active,2019-03-29 15:46:42.733556,94841.53
ACC203893,CUST101511,savings,active,2017-08-05 19:48:09.167151,104786.18
ACC203894,CUST107322,loan,active,2024-08-29 02:47:30.155872,43881.29
ACC203895,CUST105174,savings,active,2026-01-25 19:35:51.799689,56161.47
ACC203896,CUST102145,nri,active,2025-11-30 01:45:39.637882,97281.12
ACC203897,CUST106491,current,active,2018-05-01 13:33:29.967343,47176.53
ACC203898,CUST101643,current,blocked,2023-01-25 16:28:44.644817,43347.79
ACC203899,CUST105900,savings,closed,2021-12-13 00:49:28.016083,36741.91
ACC203900,CUST107864,savings,active,2020-09-17 04:19:23.587488,138982.79
ACC203901,CUST103540,current,active,2024-10-06 09:52:44.262735,122709.92
ACC203902,CUST101542,savings,dormant,2025-08-11 18:17:42.044168,227603.37
ACC203903,CUST108176,loan,active,2017-12-30 13:24:50.398758,22165.91
ACC203904,CUST101187,savings,closed,2016-09-10 00:11:26.347792,44067.0
ACC203905,CUST102789,current,closed,2018-08-03 23:45:53.567067,117191.26
ACC203906,CUST100417,current,active,2024-09-19 19:54:33.923857,280374.22
ACC203907,CUST103035,savings,active,2025-10-13 14:35:35.965578,146478.53
ACC203908,CUST100515,current,active,2023-06-07 05:10:15.859122,17101.48
ACC203909,CUST105470,loan,active,2016-10-25 02:13:39.470638,228656.83
ACC203910,CUST101243,nri,dormant,2022-05-31 08:18:57.907200,155930.97
ACC203911,CUST100633,savings,active,2020-10-31 09:20:47.165779,75071.42
ACC203912,CUST108076,current,closed,2024-06-08 15:02:55.243764,122805.43
ACC203913,CUST100780,current,active,2024-02-25 08:09:18.500221,197145.05
ACC203914,CUST103794,current,active,2018-08-16 11:24:40.634438,60351.78
ACC203915,CUST109665,loan,active,2019-10-19 22:11:21.615079,128442.57
ACC203916,CUST104137,savings,active,2018-10-18 09:19:41.599735,261562.75
ACC203917,CUST104338,current,active,2021-11-29 16:16:25.702939,17681.76
ACC203918,CUST106863,savings,closed,2017-06-16 07:55:07.643386,128040.01
ACC203919,CUST105639,current,active,2022-07-27 06:52:25.139048,175346.3
ACC203920,CUST108012,savings,active,2021-06-01 17:40:12.114881,56434.24
ACC203921,CUST109904,savings,active,2022-03-27 11:39:53.025869,46350.24
ACC203922,CUST105910,current,active,2025-01-02 23:34:55.233172,21849.79
ACC203923,CUST109754,savings,closed,2021-07-04 00:57:33.285895,40023.13
ACC203924,CUST101223,savings,active,2024-06-29 19:24:40.490050,15243.5
ACC203925,CUST107710,savings,active,2025-12-22 21:41:53.530770,25176.83
ACC203926,CUST105322,savings,active,2017-07-19 18:58:35.152749,49653.05
ACC203927,CUST105858,current,closed,2017-05-29 11:10:08.286808,22895.02
ACC203928,CUST108232,savings,active,2018-06-25 10:53:57.255211,71264.22
ACC203929,CUST102486,savings,active,2023-11-24 10:29:22.540486,69053.15
ACC203930,CUST105770,savings,active,2022-12-28 18:21:57.003085,16723.82
ACC203931,CUST101818,savings,active,2022-08-28 03:15:50.428756,76105.25
ACC203932,CUST108107,savings,active,2023-05-12 02:29:28.532824,102873.23
ACC203933,CUST101193,savings,active,2021-03-19 05:32:58.342429,159598.58
ACC203934,CUST101898,savings,active,2019-07-16 23:23:46.303237,189394.15
ACC203935,CUST103740,current,active,2018-06-28 02:50:56.271449,155669.22
ACC203936,CUST105199,current,active,2026-01-06 10:18:58.123278,99514.44
ACC203937,CUST102641,savings,active,2019-02-12 06:35:10.380520,87768.74
ACC203938,CUST105482,savings,active,2020-01-17 11:09:18.180807,115903.23
ACC203939,CUST108443,loan,active,2023-11-03 02:03:29.372322,55294.95
ACC203940,CUST101236,nri,active,2024-02-18 17:54:19.766981,72399.21
ACC203941,CUST109197,current,active,2021-11-28 15:10:12.255607,39941.14
ACC203942,CUST106822,savings,active,2021-10-22 10:06:31.572676,51020.5
ACC203943,CUST106049,nri,closed,2026-04-15 15:47:30.174518,55419.42
ACC203944,CUST105860,savings,active,2021-04-03 18:23:25.594358,13043.51
ACC203945,CUST106525,savings,active,2025-08-11 00:42:44.529945,134928.07
ACC203946,CUST103825,savings,blocked,2026-06-27 07:30:25.037309,68262.12
ACC203947,CUST105350,savings,active,2017-04-09 14:16:58.865407,121925.31
ACC203948,CUST100438,loan,closed,2023-03-11 08:34:41.802303,45456.12
ACC203949,CUST101107,savings,active,2026-04-03 13:17:22.940733,57213.21
ACC203950,CUST105451,loan,active,2021-01-26 06:51:40.565698,69795.86
ACC203951,CUST108572,savings,active,2020-06-06 15:48:12.559901,70895.37
ACC203952,CUST100048,savings,active,2020-05-17 22:37:41.556931,44549.07
ACC203953,CUST100388,loan,active,2024-03-29 10:08:07.829072,119296.02
ACC203954,CUST104956,savings,active,2023-04-29 12:40:11.752857,13137.07
ACC203955,CUST106749,current,active,2021-01-08 21:21:46.387668,116280.19
ACC203956,CUST108344,savings,active,2022-06-23 21:40:46.906755,11286.36
ACC203957,CUST101666,savings,closed,2022-08-14 05:16:56.696973,138182.73
ACC203958,CUST109285,current,active,2019-07-21 19:57:00.188653,9369.45
ACC203959,CUST107800,savings,active,2016-09-13 13:42:22.832143,50490.85
ACC203960,CUST106938,loan,blocked,2016-09-04 17:53:45.647024,82380.84
ACC203961,CUST106510,savings,active,2021-02-14 01:07:40.675160,57583.74
ACC203962,CUST109886,savings,active,2023-06-28 21:46:06.289033,7961.27
ACC203963,CUST102463,current,active,2025-11-04 03:18:03.302823,20685.2
ACC203964,CUST109282,savings,closed,2025-01-06 01:33:26.027799,100788.11
ACC203965,CUST107774,savings,active,2020-02-04 02:39:58.190909,57612.72
ACC203966,CUST107678,savings,active,2022-01-09 02:44:50.148925,112506.07
ACC203967,CUST107841,current,active,2021-02-13 23:28:01.183729,83048.78
ACC203968,CUST100082,savings,active,2018-09-15 03:48:27.525574,50185.53
ACC203969,CUST104994,current,active,2018-09-17 17:19:18.305439,33528.88
ACC203970,CUST106366,loan,active,2025-01-16 21:08:33.656808,189009.35
ACC203971,CUST105493,savings,active,2017-11-19 00:37:35.402540,81962.28
ACC203972,CUST109418,savings,active,2017-05-04 10:20:03.237708,63636.23
ACC203973,CUST101062,savings,active,2019-05-25 12:44:08.336790,207460.22
ACC203974,CUST109298,current,active,2021-07-09 13:56:04.753393,139839.91
ACC203975,CUST104268,current,active,2017-02-09 17:11:55.572045,225622.99
ACC203976,CUST104532,nri,active,2020-01-15 13:41:45.933108,131655.44
ACC203977,CUST106600,nri,active,2024-12-02 16:39:12.860715,117824.43
ACC203978,CUST108058,savings,active,2020-05-01 22:46:19.050267,90238.92
ACC203979,CUST100688,savings,active,2022-07-27 08:55:14.870361,103123.16
ACC203980,CUST107356,savings,active,2026-03-28 01:52:24.855948,18083.94
ACC203981,CUST103591,current,closed,2023-08-30 14:23:37.754601,25897.13
ACC203982,CUST106607,savings,dormant,2023-06-07 08:09:01.323332,20308.59
ACC203983,CUST104506,current,active,2026-05-03 13:38:08.314205,86770.99
ACC203984,CUST101730,savings,dormant,2017-07-28 10:37:48.720114,87044.61
ACC203985,CUST107110,savings,active,2025-12-26 06:15:45.917225,100646.93
ACC203986,CUST107229,current,active,2018-02-28 03:43:52.269416,115088.47
ACC203987,CUST103694,savings,active,2016-12-29 07:20:21.796509,121616.92
ACC203988,CUST101159,nri,active,2021-04-14 06:49:15.609014,93532.46
ACC203989,CUST109259,current,active,2025-06-20 19:25:58.211734,100210.65
ACC203990,CUST103270,current,active,2019-10-08 02:03:47.946534,50092.72
ACC203991,CUST108032,savings,closed,2017-07-18 22:57:40.926589,20325.39
ACC203992,CUST103512,savings,active,2016-10-30 10:32:02.269974,52532.87
ACC203993,CUST105016,current,active,2020-07-18 22:36:41.930630,188929.03
ACC203994,CUST108366,loan,active,2026-06-20 02:09:47.267613,24301.57
ACC203995,CUST107119,current,active,2023-05-29 20:41:01.912699,47690.4
ACC203996,CUST106501,loan,active,2021-09-18 11:12:20.866365,125054.93
ACC203997,CUST103114,current,active,2018-09-09 07:08:20.422202,19557.52
ACC203998,CUST101116,savings,active,2026-02-15 01:12:44.118714,150110.47
ACC203999,CUST104928,savings,active,2017-01-22 17:22:58.546637,5808.97
ACC204000,CUST103944,savings,active,2016-12-26 13:05:35.123870,58114.88
ACC204001,CUST105716,savings,active,2019-08-14 20:30:49.977921,101591.01
ACC204002,CUST104940,savings,active,2021-03-06 15:34:10.071781,166926.61
ACC204003,CUST102832,savings,active,2025-07-08 09:34:38.545601,57703.44
ACC204004,CUST100641,current,active,2023-09-29 21:32:16.304951,128994.95
ACC204005,CUST108455,savings,active,2020-08-02 21:55:41.703911,84704.1
ACC204006,CUST100819,savings,active,2023-02-17 08:29:30.771762,116342.01
ACC204007,CUST105524,savings,active,2023-11-15 13:51:50.830949,83328.13
ACC204008,CUST105593,current,active,2018-07-04 23:39:16.542762,90236.32
ACC204009,CUST104616,savings,dormant,2020-01-07 16:42:29.624237,165971.12
ACC204010,CUST100946,savings,active,2019-01-18 12:44:07.486319,63685.76
ACC204011,CUST103153,current,blocked,2024-12-03 10:05:19.942965,101082.84
ACC204012,CUST104672,savings,active,2025-07-01 04:33:43.254669,15352.07
ACC204013,CUST108881,savings,active,2025-07-27 08:56:23.273577,105862.25
ACC204014,CUST109672,current,active,2022-07-20 15:53:04.838272,19815.02
ACC204015,CUST103086,nri,closed,2020-03-08 23:53:58.892329,24403.82
ACC204016,CUST999052,current,dormant,2021-09-16 13:17:21.835679,126749.83
ACC204017,CUST101238,savings,active,2025-05-31 14:27:48.733525,109399.54
ACC204018,CUST104706,current,active,2023-06-10 04:59:01.343620,29735.18
ACC204019,CUST100865,current,active,2024-12-14 04:39:40.103578,37877.78
ACC204020,CUST104200,nri,active,2017-07-08 08:17:58.696732,28609.12
ACC204021,CUST108608,savings,active,2021-12-06 14:17:39.754961,193064.36
ACC204022,CUST100977,nri,active,2024-10-05 04:43:02.901364,142889.8
ACC204023,CUST103193,current,active,2021-12-09 03:47:01.773607,28994.42
ACC204024,CUST104479,current,active,2019-09-09 05:49:56.514792,85954.35
ACC204025,CUST106472,current,dormant,2020-02-25 10:55:54.472876,55068.32
ACC204026,CUST106795,savings,active,2017-04-19 07:48:21.024653,31741.33
ACC204027,CUST109937,savings,active,2025-06-06 22:31:11.383016,49710.35
ACC204028,CUST106167,savings,closed,2023-08-04 11:16:22.760991,73055.82
ACC204029,CUST102630,savings,active,2025-08-23 14:13:10.262235,19564.87
ACC204030,CUST107738,savings,active,2018-04-07 07:27:02.286473,42319.0
ACC204031,CUST106325,loan,active,2018-12-21 19:59:46.971233,164909.65
ACC204032,CUST104995,savings,active,2022-01-23 23:20:18.623715,143033.19
ACC204033,CUST105462,current,active,2017-07-26 05:20:49.607178,89168.12
ACC204034,CUST104850,savings,active,2022-11-06 18:21:58.219694,71454.64
ACC204035,CUST100673,current,closed,2019-11-15 10:40:33.683558,50955.38
ACC204036,CUST100344,savings,active,2018-04-27 15:27:34.554453,119328.86
ACC204037,CUST103456,savings,active,2020-01-14 14:48:26.634139,23168.65
ACC204038,CUST106876,savings,active,2026-01-18 07:45:28.604172,73131.5
ACC204039,CUST101274,nri,dormant,2022-09-24 04:02:01.734961,6769.79
ACC204040,CUST104506,savings,closed,2022-11-04 21:38:23.299840,44968.87
ACC204041,CUST102419,current,active,2024-03-26 06:50:03.152468,85635.13
ACC204042,CUST107537,savings,active,2024-12-06 18:00:11.102285,222919.87
ACC204043,CUST108590,savings,dormant,2022-06-10 03:46:02.739953,92438.41
ACC204044,CUST108472,loan,active,2021-03-06 00:26:15.070989,113943.44
ACC204045,CUST103308,current,active,2017-08-12 23:24:00.904599,178968.21
ACC204046,CUST107793,savings,active,2024-05-14 13:42:42.909345,59572.76
ACC204047,CUST100275,loan,active,2019-01-24 02:39:23.290111,26661.45
ACC204048,CUST102942,savings,active,2018-03-30 02:22:03.575628,42767.98
ACC204049,CUST108867,current,active,2025-12-19 22:20:00.210166,100934.7
ACC204050,CUST105108,savings,active,2023-04-11 23:56:40.209143,50307.12
ACC204051,CUST109226,loan,active,2022-07-20 02:09:29.428475,126068.34
ACC204052,CUST106692,nri,active,2023-07-15 06:15:33.179839,88255.1
ACC204053,CUST105430,savings,dormant,2020-03-03 00:28:37.258129,30660.43
ACC204054,CUST103248,current,active,2025-06-20 06:33:09.365368,56156.99
ACC204055,CUST103532,loan,active,2021-08-12 12:33:17.910064,160128.76
ACC204056,CUST100670,current,active,2022-01-24 17:59:05.224988,75342.32
ACC204057,CUST108131,current,active,2020-01-05 07:35:22.893187,168227.44
ACC204058,CUST103101,current,closed,2026-05-29 19:27:03.089064,26071.78
ACC204059,CUST100989,savings,closed,2021-07-19 19:04:49.823895,483671.09
ACC204060,CUST106749,savings,active,2016-12-29 09:54:08.401599,73439.76
ACC204061,CUST106130,savings,active,2025-08-07 08:33:43.354895,142179.33
ACC204062,CUST109465,savings,blocked,2020-10-17 00:53:58.568202,208407.77
ACC204063,CUST101475,savings,active,2022-07-02 05:56:34.921820,166911.91
ACC204064,CUST107827,savings,active,2019-04-17 16:02:06.658356,65390.42
ACC204065,CUST108598,savings,active,2016-12-17 23:02:36.144007,127376.81
ACC204066,CUST101807,savings,active,2017-07-30 20:34:41.472774,185290.51
ACC204067,CUST107672,savings,closed,2019-06-30 08:52:25.634083,133047.18
ACC204068,CUST105239,savings,closed,2024-12-14 12:16:15.951720,30545.27
ACC204069,CUST108997,current,active,2026-07-15 03:46:10.492409,120915.45
ACC204070,CUST101335,nri,active,2017-09-30 22:26:37.832602,83713.96
ACC204071,CUST109669,current,dormant,2023-01-27 01:39:42.493982,53517.06
ACC204072,CUST105874,loan,active,2025-12-25 16:54:13.023511,180863.44
ACC204073,CUST107969,nri,active,2019-09-25 18:10:49.968219,20400.15
ACC204074,CUST104003,current,dormant,2025-11-22 14:22:10.999182,135562.66
ACC204075,CUST102673,current,blocked,2021-04-18 07:17:38.483287,69207.23
ACC204076,CUST106580,current,active,2020-02-04 19:24:29.622689,159989.72
ACC204077,CUST106183,savings,active,2024-10-11 16:24:36.923579,53378.89
ACC204078,CUST108278,savings,dormant,2017-08-27 16:21:54.921995,130871.22
ACC204079,CUST109366,savings,active,2021-07-05 22:10:38.415124,39511.84
ACC204080,CUST104105,savings,active,2018-09-04 10:47:27.018067,82256.29
ACC204081,CUST101904,savings,dormant,2021-03-30 18:21:29.372072,75222.1
ACC204082,CUST108225,savings,active,2021-11-24 22:09:44.337340,121725.36
ACC204083,CUST101913,current,active,2022-11-14 18:20:19.860736,78967.71
ACC204084,CUST108960,savings,active,2018-01-20 21:18:55.299882,76835.57
ACC204085,CUST107473,current,active,2024-09-01 10:26:31.639985,43403.97
ACC204086,CUST108657,savings,active,2025-10-22 10:02:15.242173,168203.0
ACC204087,CUST106284,savings,active,2025-06-22 03:58:50.959522,168844.46
ACC204088,CUST103269,savings,active,2022-05-15 08:43:07.397280,213885.2
ACC204089,CUST104517,current,active,2023-05-15 19:51:48.487512,79320.69
ACC204090,CUST107642,savings,active,2025-09-08 10:35:08.017189,35607.84
ACC204091,CUST100905,nri,active,2017-09-16 09:26:34.564311,50897.01
ACC204092,CUST100423,current,active,2023-09-11 10:34:42.266071,151376.49
ACC204093,CUST107616,current,active,2022-04-25 02:01:55.311770,139662.35
ACC204094,CUST107182,savings,closed,2023-10-22 08:45:16.714144,10976.24
ACC204095,CUST103384,loan,active,2018-08-06 23:47:43.423511,11785.53
ACC204096,CUST106460,savings,active,2019-08-11 06:22:03.730113,22464.68
ACC204097,CUST109097,current,active,2025-10-15 07:56:22.027001,51823.03
ACC204098,CUST105334,savings,active,2017-07-28 04:23:16.180421,53353.78
ACC204099,CUST105954,current,active,2025-11-16 13:46:05.518951,79537.07
ACC204100,CUST108655,nri,closed,2023-10-31 21:15:55.530112,44889.86
ACC204101,CUST107545,savings,closed,2019-03-16 18:55:05.592552,53536.02
ACC204102,CUST102890,savings,active,2023-07-27 07:22:21.558376,83552.63
ACC204103,CUST101811,current,active,2025-08-14 00:10:07.835298,91324.81
ACC204104,CUST100317,current,active,2018-08-26 23:31:54.759387,58135.14
ACC204105,CUST106759,savings,active,2023-07-17 07:30:43.768978,24337.76
ACC204106,CUST109142,savings,active,2026-03-26 00:09:41.095117,158546.48
ACC204107,CUST109681,nri,active,2019-02-27 19:23:11.796579,47316.52
ACC204108,CUST102959,loan,active,2025-10-11 05:56:57.645888,169230.15
ACC204109,CUST102238,savings,active,2017-12-05 13:40:59.222031,183880.27
ACC204110,CUST108810,current,active,2023-11-25 11:12:04.400178,121765.96
ACC204111,CUST107408,savings,closed,2017-02-12 20:02:36.236390,168287.74
ACC204112,CUST102793,savings,active,2021-12-02 01:39:25.231783,86471.33
ACC204113,CUST104073,savings,active,2017-03-09 07:10:59.580305,82401.19
ACC204114,CUST101701,savings,active,2026-05-22 14:53:11.348448,121332.25
ACC204115,CUST101004,savings,active,2025-01-05 21:15:27.363942,81158.56
ACC204116,CUST102875,current,blocked,2025-03-28 20:33:25.776836,43017.73
ACC204117,CUST108947,savings,active,2025-11-15 19:32:02.074009,89512.07
ACC204118,CUST105743,current,closed,2023-10-30 11:06:08.731454,67151.28
ACC204119,CUST104347,current,dormant,2019-07-15 20:33:21.914328,187611.2
ACC204120,CUST107470,savings,closed,2026-08-14 15:50:04.999744,51349.32
ACC204121,CUST103466,savings,active,2020-02-18 15:42:14.089123,4153.99
ACC204122,CUST102092,savings,active,2025-04-29 18:35:31.547362,176143.21
ACC204123,CUST107918,current,active,2024-02-18 21:51:02.455868,17666.73
ACC204124,CUST103442,savings,active,2022-12-24 16:26:42.858447,20665.66
ACC204125,CUST100128,current,dormant,2023-05-07 15:00:12.548516,54467.96
ACC204126,CUST100508,current,active,2016-08-22 15:24:57.765478,27572.68
ACC204127,CUST105898,current,active,2022-05-12 19:54:49.067909,58842.5
ACC204128,CUST100146,savings,active,2017-08-02 15:30:11.777606,56521.34
ACC204129,CUST100528,nri,active,2026-08-11 11:04:23.096318,212708.85
ACC204130,CUST102492,savings,blocked,2018-09-29 07:20:40.812736,63500.78
ACC204131,CUST109418,savings,active,2025-02-10 01:55:19.146027,226080.46
ACC204132,CUST102758,current,active,2024-07-14 11:27:36.056513,11338.95
ACC204133,CUST108994,loan,active,2023-05-02 20:11:15.546285,135644.34
ACC204134,CUST104839,current,active,2022-05-22 14:56:58.627669,53103.39
ACC204135,CUST106479,current,active,2020-11-29 04:13:06.767329,143277.51
ACC204136,CUST103030,current,active,2024-04-02 04:37:31.151423,159793.98
ACC204137,CUST105271,current,active,2020-07-07 21:33:06.710338,106571.19
ACC204138,CUST102800,savings,active,2024-03-04 21:54:06.981705,207072.93
ACC204139,CUST107794,savings,active,2018-06-20 00:17:58.861691,74089.29
ACC204140,CUST108988,savings,active,2024-10-23 17:41:06.465550,171294.89
ACC204141,CUST107050,current,active,2024-04-28 20:41:55.488699,57341.65
ACC204142,CUST101113,savings,active,2024-03-30 15:26:55.943782,56942.68
ACC204143,CUST104281,savings,active,2020-09-19 07:08:42.314395,159924.55
ACC204144,CUST101785,savings,active,2023-08-25 01:34:43.623603,28459.63
ACC204145,CUST101614,current,closed,2021-09-22 16:41:27.332544,93931.6
ACC204146,CUST100260,current,active,2019-04-30 04:25:46.450792,103535.31
ACC204147,CUST108422,current,active,2021-04-28 23:36:34.196360,160396.51
ACC204148,CUST106307,savings,active,2020-08-19 22:52:02.567293,51760.05
ACC204149,CUST106909,savings,active,2018-04-03 18:39:46.713168,142483.89
ACC204150,CUST102766,current,active,2016-10-16 00:41:34.923350,38715.92
ACC204151,CUST103140,savings,active,2023-03-04 12:18:11.406489,121807.14
ACC204152,CUST106312,savings,closed,2024-01-14 05:17:09.948880,62120.0
ACC204153,CUST104337,loan,closed,2019-09-24 20:31:34.965785,52898.52
ACC204154,CUST102206,savings,active,2026-08-03 20:41:10.401992,137035.0
ACC204155,CUST107293,savings,active,2018-10-31 12:26:12.212451,20249.9
ACC204156,CUST107122,savings,active,2022-09-20 02:00:24.314053,95208.56
ACC204157,CUST106346,savings,active,2024-10-13 14:24:10.707359,17155.64
ACC204158,CUST102198,savings,active,2023-10-29 21:09:02.272014,64712.96
ACC204159,CUST109190,savings,active,2020-08-06 05:42:37.984902,32919.41
ACC204160,CUST108663,savings,active,2025-03-11 17:41:27.138333,60680.67
ACC204161,CUST100295,loan,blocked,2024-01-26 22:05:45.986815,44981.81
ACC204162,CUST106305,current,active,2019-03-12 11:08:30.265422,54301.98
ACC204163,CUST106282,savings,active,2024-01-03 00:45:44.206280,31338.43
ACC204164,CUST107222,loan,active,2019-12-09 17:21:31.136509,45585.55
ACC204165,CUST103844,current,active,2019-04-08 15:02:31.054676,13902.41
ACC204166,CUST103302,savings,active,2020-06-04 18:27:25.410934,153376.07
ACC204167,CUST102890,savings,active,2020-08-16 19:22:36.755991,31556.68
ACC204168,CUST108824,savings,active,2016-10-11 08:23:00.005044,117345.44
ACC204169,CUST108998,current,active,2019-04-07 23:57:56.775869,88530.08
ACC204170,CUST103491,current,active,2023-06-19 10:03:10.177728,1457.51
ACC204171,CUST104291,current,active,2020-05-13 22:21:06.862663,149822.91
ACC204172,CUST107157,savings,active,2022-12-15 05:28:07.506960,102483.02
ACC204173,CUST104236,savings,dormant,2023-03-06 05:50:10.107186,98078.18
ACC204174,CUST105973,savings,active,2026-05-30 01:43:42.537059,65920.52
ACC204175,CUST102778,current,active,2020-11-25 11:11:52.750515,150820.43
ACC204176,CUST106275,savings,active,2022-07-19 11:29:48.274394,59842.22
ACC204177,CUST107445,savings,dormant,2023-10-20 17:46:36.035182,105179.86
ACC204178,CUST103838,savings,active,2023-05-22 12:17:17.620545,102015.79
ACC204179,CUST104414,current,active,2021-12-08 23:13:12.424358,84453.44
ACC204180,CUST108881,current,active,2024-07-26 01:34:20.636017,23602.82
ACC204181,CUST103937,savings,blocked,2023-03-06 07:31:45.723116,95741.71
ACC204182,CUST102267,savings,blocked,2023-04-26 03:56:22.556077,51883.59
ACC204183,CUST106921,current,active,2019-06-30 04:02:05.896767,188258.57
ACC204184,CUST105255,current,active,2024-07-22 00:38:51.159982,146701.54
ACC204185,CUST106187,savings,active,2022-04-07 14:50:32.787674,143262.59
ACC204186,CUST108109,current,active,2025-01-25 20:27:28.959760,60005.06
ACC204187,CUST109939,current,active,2018-03-17 15:21:27.826120,258158.0
ACC204188,CUST103740,savings,dormant,2020-07-11 20:01:58.908585,70913.81
ACC204189,CUST103106,current,active,2023-08-19 08:20:53.198020,45166.74
ACC204190,CUST101550,savings,active,2025-09-12 13:41:23.234485,73746.78
ACC204191,CUST109338,current,closed,2025-04-13 22:50:44.770169,46906.48
ACC204192,CUST106735,current,active,2022-09-26 08:55:56.891555,98350.75
ACC204193,CUST105038,savings,active,2024-01-02 15:00:12.382646,68882.74
ACC204194,CUST108625,savings,active,2020-09-27 09:41:35.865017,266588.53
ACC204195,CUST100276,current,active,2018-05-10 16:20:23.730728,17264.47
