customer_id,name,dob,onboarding_date,kyc_status,kyc_expiry_date,risk_flag,segment
CUST102254,Theresa Colon,1971-09-12,2023-03-16 23:10:53.846769,expired,2023-01-09 23:10:53.846769,none,retail
CUST102255,Brian Soto,1990-05-16,2025-04-10 16:14:34.293393,verified,2025-06-19 16:14:34.293393,watchlist,sme
CUST102256,Susan Moore,1949-09-10,2022-11-16 00:08:23.924148,rejected,2025-01-25 00:08:23.924148,none,premium
CUST102257,Jeremy Hunter,1970-08-02,2019-04-15 12:40:53.612305,verified,2019-02-17 12:40:53.612305,none,retail
CUST102258,Annette Holland,2006-02-22,2017-01-19 00:57:44.922012,verified,2018-11-01 00:57:44.922012,none,retail
CUST102259,Chad Allison,1981-12-21,2017-09-10 07:31:33.399376,verified,2019-01-20 07:31:33.399376,none,sme
CUST102260,Jason Mack,1992-12-22,2021-10-04 21:57:07.636591,verified,2022-04-05 21:57:07.636591,none,retail
CUST102261,Robert Peterson,1979-12-21,2026-05-07 23:35:15.716349,expired,2025-11-29 23:35:15.716349,none,retail
CUST102262,Angela Watson,1946-01-23,2024-03-24 06:36:59.878139,verified,2023-09-17 06:36:59.878139,none,retail
CUST102263,Heather Ortega,2005-10-24,2024-05-21 14:10:02.229620,verified,2026-07-11 14:10:02.229620,none,retail
CUST102264,Paul Fisher,1948-10-09,2023-04-10 03:49:15.569857,verified,2023-01-15 03:49:15.569857,none,premium
CUST102265,Robert Gutierrez,1941-06-12,2025-08-31 19:52:36.134350,verified,2027-05-12 19:52:36.134350,none,retail
CUST102266,Jimmy Phelps,1966-06-07,2023-12-27 16:35:07.325578,verified,2023-11-15 16:35:07.325578,watchlist,retail
CUST102267,Heidi Johnson,1973-12-08,2019-03-22 18:26:02.653637,verified,2019-11-13 18:26:02.653637,pep,retail
CUST102268,Adam Drake,1992-01-31,2021-08-18 14:39:38.182011,verified,2021-05-23 14:39:38.182011,none,retail
CUST102269,Angela Edwards,1945-03-28,2020-09-05 10:44:32.083606,pending,2022-01-18 10:44:32.083606,none,retail
CUST102270,Mrs. Amy Malone,1953-10-22,2018-04-17 12:15:58.632089,verified,2018-01-20 12:15:58.632089,none,sme
CUST102271,Margaret Orr,1983-05-05,2018-11-11 10:53:37.758233,verified,2020-03-13 10:53:37.758233,none,retail
CUST102272,Mark Reeves,1957-09-23,2019-06-28 12:53:27.190562,verified,2021-10-31 12:53:27.190562,none,retail
CUST102273,Kelly Phillips,2008-05-29,2018-05-17 15:01:03.379312,pending,2020-01-23 15:01:03.379312,none,retail
CUST102274,Michael Spencer,1976-02-16,2018-10-23 23:00:01.337286,pending,2020-03-30 23:00:01.337286,none,premium
CUST102275,Patrick Blankenship,2005-09-02,2025-10-17 22:03:53.946067,verified,2027-12-22 22:03:53.946067,none,retail
CUST102276,Douglas Rose,1979-05-06,2020-01-26 11:31:00.833310,verified,2021-12-28 11:31:00.833310,none,corporate
CUST102277,Melody Griffin,1994-03-04,2024-11-27 14:36:05.785041,verified,2026-07-26 14:36:05.785041,none,premium
CUST102278,Joshua Kramer,2006-09-05,2017-04-13 23:00:49.551963,pending,2018-06-06 23:00:49.551963,none,retail
CUST102279,Melissa Barron,2003-08-20,2026-06-13 14:56:20.770734,verified,2027-01-28 14:56:20.770734,none,premium
CUST102280,Jennifer Gonzalez,1963-12-23,2024-04-12 17:24:05.526653,verified,2025-08-06 17:24:05.526653,none,retail
CUST102281,Andrew Cook,2000-02-09,2025-09-12 14:33:58.644138,verified,2025-06-21 14:33:58.644138,none,corporate
CUST102282,Natalie Martinez,1945-04-11,2021-11-23 01:12:51.398827,verified,2024-01-01 01:12:51.398827,none,corporate
CUST102283,Diane Davis DDS,2002-01-04,2022-12-24 10:17:33.807526,verified,2025-02-04 10:17:33.807526,none,retail
CUST102284,Nicole Moore,1973-01-11,2020-03-30 15:05:14.328296,verified,2020-06-26 15:05:14.328296,none,premium
CUST102285,Robert Vargas,1948-03-17,2020-12-15 11:33:58.348816,verified,2022-09-08 11:33:58.348816,none,retail
CUST102286,Raymond Barber,1942-06-05,2024-02-21 11:03:09.747496,pending,2025-09-06 11:03:09.747496,none,retail
CUST102287,Mrs. Amy Watson,1952-12-23,2017-02-20 08:03:13.019559,verified,2019-03-01 08:03:13.019559,none,sme
CUST102288,Heather Williams,1978-09-26,2017-01-02 09:01:11.096235,verified,2019-03-02 09:01:11.096235,none,corporate
CUST102289,Belinda Evans,1978-09-04,2025-05-19 14:05:08.433137,verified,2027-01-27 14:05:08.433137,none,retail
CUST102290,Jody Bird,1945-02-01,2017-09-27 10:01:44.705899,expired,2020-01-04 10:01:44.705899,none,premium
CUST102291,Virginia Cunningham,1971-06-14,2023-11-05 00:55:07.836199,verified,2024-04-10 00:55:07.836199,none,premium
CUST102292,Lori Ferguson,1942-09-12,2018-08-20 03:09:36.058058,verified,2019-06-04 03:09:36.058058,none,retail
CUST102293,Hayley Mitchell,1995-09-16,2020-04-19 07:06:33.973160,verified,2020-03-13 07:06:33.973160,none,premium
CUST102294,Michelle Chambers,2007-10-30,2019-07-29 03:55:08.354462,verified,2021-08-09 03:55:08.354462,none,premium
CUST102295,Kelly Wright,1944-02-26,2021-07-16 05:37:15.099202,verified,2021-10-29 05:37:15.099202,none,sme
CUST102296,Kevin Carson,1982-12-23,2024-11-24 11:42:22.857575,verified,2025-11-13 11:42:22.857575,none,corporate
CUST102297,Brent Dawson,1997-11-04,2025-05-21 19:46:24.744289,verified,2025-04-30 19:46:24.744289,none,retail
CUST102298,Angela Brown,1972-05-24,2018-11-10 05:46:16.818168,verified,2019-02-01 05:46:16.818168,none,retail
CUST102299,Karen Griffin,1998-06-08,2020-01-06 01:54:17.864609,verified,2021-07-01 01:54:17.864609,watchlist,retail
CUST102300,Joseph Chapman,2002-02-22,2024-12-31 21:49:51.096986,rejected,2025-03-17 21:49:51.096986,none,retail
CUST102301,Jennifer Baker,1947-10-22,2017-07-15 01:52:29.746216,verified,2018-07-17 01:52:29.746216,none,retail
CUST102302,Mr. Jeremiah Galvan MD,1949-06-27,2017-10-22 13:21:27.113639,verified,2018-08-14 13:21:27.113639,none,sme
CUST102303,Samantha Thomas,1973-01-09,2021-06-06 23:49:20.678195,verified,2022-09-25 23:49:20.678195,none,retail
CUST102304,Michael Anderson,1953-09-28,2024-07-14 05:40:55.671104,verified,2024-10-05 05:40:55.671104,none,premium
CUST102305,Sharon Wilson,2004-12-30,2019-12-30 23:27:00.124883,verified,2020-11-27 23:27:00.124883,none,retail
CUST102306,John Francis,2004-08-24,2017-05-02 08:34:08.059866,verified,2016-11-15 08:34:08.059866,none,retail
CUST102307,Jaclyn Crane,1991-02-04,2026-04-23 17:58:05.930956,verified,2027-04-28 17:58:05.930956,none,sme
CUST102308,Jennifer Martinez,1975-10-21,2026-01-08 02:05:52.648758,verified,2025-10-16 02:05:52.648758,none,premium
CUST102309,Amanda Hernandez,1944-02-24,2023-02-25 18:55:06.364711,pending,2024-10-18 18:55:06.364711,none,retail
CUST102310,William Turner,2007-03-10,2023-06-15 04:00:31.516849,expired,2025-06-18 04:00:31.516849,none,sme
CUST102311,Dr. Charles Lawrence,1951-07-05,2025-12-20 01:18:14.724051,verified,2026-08-18 01:18:14.724051,none,retail
CUST102312,Steven Small,1987-07-30,2023-01-27 10:58:56.671502,verified,2025-03-07 10:58:56.671502,none,retail
CUST102313,Robert Burns,1986-03-08,2024-07-07 22:00:24.874255,verified,2025-02-23 22:00:24.874255,none,retail
CUST102314,Gregory Harrell,2008-06-23,2021-04-09 08:51:56.568121,verified,2023-05-09 08:51:56.568121,none,premium
CUST102315,Kenneth Knight,1981-11-17,2018-12-01 23:33:19.927734,verified,2019-12-07 23:33:19.927734,none,retail
CUST102316,Rachael Alvarez,1997-01-14,2024-12-15 21:50:08.610445,verified,2026-01-28 21:50:08.610445,none,sme
CUST102317,Lisa Gill,1988-01-05,2023-06-24 07:25:54.681490,verified,2024-02-28 07:25:54.681490,none,retail
CUST102318,Julia Cole,1976-05-14,2019-07-14 14:41:48.167315,verified,2021-10-19 14:41:48.167315,none,retail
CUST102319,Sean Nguyen,1968-08-25,2022-11-13 07:58:46.806459,rejected,2024-06-11 07:58:46.806459,none,sme
CUST102320,Mary Ortiz,1989-05-02,2024-10-18 08:24:04.393039,verified,2025-10-02 08:24:04.393039,none,retail
CUST102321,James Weaver,1940-08-26,2019-05-05 11:45:12.750304,verified,2021-03-10 11:45:12.750304,none,retail
CUST102322,Stacy Fitzgerald,1944-08-19,2024-04-24 23:41:20.664347,verified,2025-02-26 23:41:20.664347,none,retail
CUST102323,Sharon Mann,1950-11-20,2017-05-12 23:32:40.683652,verified,2019-06-14 23:32:40.683652,none,retail
CUST102324,Rebecca Zimmerman,1942-07-04,2022-11-19 10:31:05.602677,verified,2023-10-06 10:31:05.602677,none,retail
CUST102325,Becky Hansen,1985-03-10,2026-08-15 02:36:40.179209,expired,2028-07-05 02:36:40.179209,none,retail
CUST102326,Luke Ray,1973-02-09,2025-04-18 09:38:02.408822,verified,2025-07-06 09:38:02.408822,none,premium
CUST102327,Kelly Lopez,1999-11-22,2025-05-22 06:37:46.514447,verified,2026-07-18 06:37:46.514447,none,retail
CUST102328,Steven Martinez,2004-10-23,2023-06-09 14:57:28.861073,verified,2024-09-25 14:57:28.861073,none,retail
CUST102329,Catherine Smith,1948-11-17,2021-03-31 20:55:25.990801,verified,2022-04-15 20:55:25.990801,none,premium
CUST102330,Danielle Thornton,1980-05-15,2023-05-29 03:49:38.736739,verified,2024-03-17 03:49:38.736739,none,retail
CUST102331,Jill Roman,1991-10-23,2019-11-07 00:44:24.413755,verified,2019-04-22 00:44:24.413755,none,premium
CUST102332,Jennifer Williams,1959-08-17,2022-03-01 01:15:26.758808,pending,2024-07-20 01:15:26.758808,none,premium
CUST102333,Allison Kim,1952-11-15,2022-01-12 07:00:28.215031,verified,2022-02-18 07:00:28.215031,none,retail
CUST102334,Scott Stewart,1981-03-06,2022-01-27 01:43:45.164914,verified,2022-01-16 01:43:45.164914,none,retail
CUST102335,Brian Garcia,1984-05-15,2020-10-03 08:13:30.797085,verified,2022-08-26 08:13:30.797085,none,retail
CUST102336,Charles Scott,1962-08-16,2020-03-01 08:58:23.144599,pending,2019-11-06 08:58:23.144599,none,retail
CUST102337,Eric Russell,1968-10-02,2019-12-10 11:07:37.016625,verified,2021-09-09 11:07:37.016625,none,retail
CUST102338,Lucas Nguyen,1943-03-16,2018-11-20 01:01:46.720859,verified,2019-05-25 01:01:46.720859,none,premium
CUST102339,Anthony Price,1956-08-02,2021-01-08 06:12:48.681637,verified,2022-08-23 06:12:48.681637,watchlist,premium
CUST102340,Jason Nguyen,1945-10-05,2017-10-25 15:41:36.106011,verified,2017-12-01 15:41:36.106011,none,retail
CUST102341,Ronald Martinez,1962-12-05,2025-08-24 20:12:16.352275,verified,2027-03-20 20:12:16.352275,none,corporate
CUST102342,Paul Willis,1982-11-03,2017-05-03 06:37:42.397391,verified,2019-10-11 06:37:42.397391,none,retail
CUST102343,Paul Cruz Jr.,1993-08-29,2025-01-02 17:46:52.906154,verified,2025-12-22 17:46:52.906154,none,sme
CUST102344,John Russell,1983-01-21,2019-01-19 07:34:14.199308,verified,2020-03-08 07:34:14.199308,none,sme
CUST102345,Mr. David Mercado,1989-09-13,2025-03-01 09:31:22.303050,verified,2026-06-18 09:31:22.303050,none,retail
CUST102346,Victor Leonard,2004-12-19,2023-11-02 06:01:56.176260,pending,2024-05-15 06:01:56.176260,none,retail
CUST102347,Justin Glover,1948-06-14,2025-11-03 15:19:01.990726,pending,2026-12-14 15:19:01.990726,none,retail
CUST102348,Jason Miller,1965-03-02,2025-05-02 11:31:22.596947,verified,2026-09-21 11:31:22.596947,watchlist,sme
CUST102349,Christina Faulkner,1994-04-29,2023-08-24 06:26:27.470497,verified,2023-03-04 06:26:27.470497,none,retail
CUST102350,William Casey,1942-08-24,2018-02-26 11:25:28.599939,verified,2018-12-21 11:25:28.599939,none,sme
CUST102351,Jessica Buck,1952-01-06,2022-02-15 11:11:34.537957,pending,2023-03-01 11:11:34.537957,none,retail
CUST102352,Aaron Marshall,1941-07-27,2020-01-14 00:46:53.847489,verified,2020-02-12 00:46:53.847489,none,retail
CUST102353,Donna Stanton,2004-04-12,2025-06-28 04:41:13.440645,verified,2026-05-11 04:41:13.440645,none,premium
CUST102354,Timothy Olson,1976-05-21,2025-05-09 18:16:57.343231,verified,2025-12-28 18:16:57.343231,none,retail
CUST102355,Sara James,1944-06-27,2019-10-11 22:08:38.152570,verified,2020-11-23 22:08:38.152570,none,retail
CUST102356,Mark Richards,1970-02-21,2023-05-09 00:45:44.477459,verified,2023-08-31 00:45:44.477459,none,corporate
CUST102357,Amber Stevenson,1940-11-03,2020-01-08 09:37:55.251705,verified,2022-03-05 09:37:55.251705,none,retail
CUST102358,Elizabeth Foster,1981-10-10,2023-06-01 17:12:38.967805,expired,2024-10-14 17:12:38.967805,none,sme
CUST102359,Charles Hawkins,2004-06-25,2022-10-10 00:22:14.101757,verified,2024-02-11 00:22:14.101757,none,corporate
CUST102360,Jeffrey Bishop,1972-03-30,2021-09-29 10:46:40.382196,pending,2023-08-28 10:46:40.382196,none,retail
CUST102361,Emily Fleming,1941-06-08,2025-06-01 07:17:06.316751,verified,2024-12-06 07:17:06.316751,none,retail
CUST102362,Dean Mullins,2005-07-22,2019-02-05 20:05:53.042599,verified,2019-05-04 20:05:53.042599,none,retail
CUST102363,David Bird,1990-07-25,2024-08-09 22:56:26.133512,pending,2024-08-07 22:56:26.133512,none,premium
CUST102364,Joe Greene,1948-11-30,2023-07-13 00:19:42.049277,verified,2024-11-07 00:19:42.049277,none,corporate
CUST102365,Michael Lucas,1955-08-31,2019-06-14 08:18:53.866938,verified,2019-12-07 08:18:53.866938,none,sme
CUST102366,John Valenzuela,1942-04-08,2020-11-07 17:33:05.924895,verified,2022-06-09 17:33:05.924895,none,sme
CUST102367,Jennifer Woodard,1970-10-22,2017-04-30 19:59:05.991825,verified,2019-08-14 19:59:05.991825,none,retail
CUST102368,Pamela Medina,1983-02-25,2022-08-11 13:22:24.150083,verified,2023-03-06 13:22:24.150083,none,retail
CUST102369,Mariah Jones,1969-05-30,2025-07-05 21:56:14.945105,verified,2025-12-15 21:56:14.945105,none,retail
CUST102370,Ronnie Powers,1984-10-22,2017-10-25 22:03:58.491018,verified,2018-09-26 22:03:58.491018,none,sme
CUST102371,Heather Hess,1975-09-13,2017-12-16 15:53:49.680542,verified,2018-11-19 15:53:49.680542,none,retail
CUST102372,Heather Thompson,1993-10-07,2021-05-19 16:40:00.014997,verified,2021-11-29 16:40:00.014997,none,retail
CUST102373,Melissa Smith,1962-09-14,2019-06-14 05:00:27.334689,verified,2019-12-11 05:00:27.334689,watchlist,retail
CUST102374,Timothy Wallace,1987-01-24,2019-05-29 12:19:34.845510,verified,2019-12-25 12:19:34.845510,none,retail
CUST102375,Alejandro Campbell,1963-08-17,2023-01-08 12:10:32.395489,verified,2023-12-10 12:10:32.395489,none,retail
CUST102376,Heather Davis,2008-01-06,2020-09-27 00:36:45.046125,pending,2021-07-14 00:36:45.046125,none,retail
CUST102377,Elizabeth Robbins,1980-08-06,2025-01-29 02:51:16.622251,verified,2025-11-27 02:51:16.622251,none,sme
CUST102378,Johnny Cox,1979-09-27,2020-12-04 01:52:56.748864,verified,2021-04-07 01:52:56.748864,none,sme
CUST102379,Tanner Mann,1947-03-25,2022-10-15 03:21:56.088714,verified,2024-02-24 03:21:56.088714,none,retail
CUST102380,Craig Nicholson,1963-06-07,2020-08-12 21:44:07.424784,pending,2021-07-15 21:44:07.424784,none,sme
CUST102381,Sergio Carroll,1960-10-22,2019-03-14 05:30:49.637289,verified,2019-05-05 05:30:49.637289,none,retail
CUST102382,Juan Keller MD,1996-12-30,2021-05-07 21:22:49.998204,verified,2023-01-24 21:22:49.998204,none,sme
CUST102383,Krystal Jones,1970-05-27,2023-11-03 00:47:37.663234,verified,2025-12-10 00:47:37.663234,none,retail
CUST102384,Austin Green,2001-12-02,2026-02-27 19:12:47.893662,verified,2026-10-18 19:12:47.893662,none,premium
CUST102385,Crystal Mills,1967-03-18,2017-01-22 20:48:07.003831,verified,2018-01-31 20:48:07.003831,none,retail
CUST102386,Cheryl Gregory,1982-12-07,2021-12-14 15:16:36.372394,expired,2024-04-01 15:16:36.372394,none,retail
CUST102387,Melissa Patel MD,1986-09-06,2022-12-29 15:21:33.193682,verified,2023-05-25 15:21:33.193682,none,premium
CUST102388,Jordan Pace,1949-05-02,2017-06-30 19:03:39.058854,verified,2017-08-08 19:03:39.058854,none,sme
CUST102389,Terri Williams,1952-09-26,2024-12-03 15:28:53.727688,verified,2025-06-01 15:28:53.727688,none,sme
CUST102390,Jessica Carney,1969-10-28,2019-05-25 22:46:20.044118,verified,2020-03-14 22:46:20.044118,none,retail
CUST102391,Michael Owens,1963-09-11,2025-05-19 13:17:18.885127,verified,2026-03-03 13:17:18.885127,none,retail
CUST102392,Peter Stephenson,1977-05-14,2022-02-28 11:06:26.216053,verified,2023-06-04 11:06:26.216053,none,sme
CUST102393,Donald Fisher,1949-02-14,2018-02-27 22:27:51.014429,verified,2018-06-11 22:27:51.014429,none,retail
CUST102394,Aaron Lee,1992-10-20,2024-01-10 10:00:31.254577,verified,2025-02-10 10:00:31.254577,none,retail
CUST102395,Kenneth Johnson,1949-10-08,2018-03-18 17:26:36.043634,expired,2017-12-26 17:26:36.043634,none,retail
CUST102396,Vanessa Coleman,1961-08-11,2023-11-02 15:51:43.778083,verified,2026-02-20 15:51:43.778083,none,retail
CUST102397,David Martin,2006-06-08,2024-09-18 02:46:02.140484,verified,2025-01-20 02:46:02.140484,none,retail
CUST102398,Mark Davis,1956-01-01,2022-05-23 02:32:25.489448,verified,2022-10-26 02:32:25.489448,none,retail
CUST102399,Robert Watkins,1978-04-08,2019-05-08 05:11:31.381064,verified,2019-04-15 05:11:31.381064,none,premium
CUST102400,Felicia Wright,1992-09-07,2021-01-03 20:17:31.160438,verified,2021-08-06 20:17:31.160438,none,premium
CUST102401,David Peterson,1962-08-31,2021-11-30 17:55:09.712347,verified,2024-04-19 17:55:09.712347,watchlist,sme
CUST102402,Gavin Bauer,1943-10-06,2023-04-17 10:26:44.121573,verified,2024-07-15 10:26:44.121573,none,premium
CUST102403,Patricia Harvey,2005-07-15,2022-12-22 04:39:46.581344,pending,2024-06-07 04:39:46.581344,none,retail
CUST102404,Lori Riley,1958-04-07,2020-08-22 03:33:39.845721,verified,2021-11-21 03:33:39.845721,none,corporate
CUST102405,Antonio Johnson,1967-12-05,2024-03-19 13:10:40.068188,verified,2024-09-02 13:10:40.068188,none,premium
CUST102406,Ryan Brown,1947-11-05,2024-05-06 21:33:34.472130,verified,2026-03-03 21:33:34.472130,none,retail
CUST102407,Thomas Ramos,2000-04-02,2023-08-06 21:54:03.927213,verified,2024-01-30 21:54:03.927213,none,retail
CUST102408,Mark Jones,1958-05-15,2019-05-12 02:13:13.352240,verified,2021-03-15 02:13:13.352240,none,premium
CUST102409,Kristin Phillips,1953-10-13,2021-04-30 19:50:57.139164,rejected,2023-10-01 19:50:57.139164,none,premium
CUST102410,Brendan Walton,1960-10-03,2020-12-18 03:07:37.990926,verified,2020-06-12 03:07:37.990926,none,premium
CUST102411,Kyle Keller,1999-10-13,2024-10-19 11:23:48.678387,expired,2024-10-03 11:23:48.678387,none,sme
CUST102412,James Pope,1998-12-31,2024-09-18 01:10:12.037145,verified,2026-06-20 01:10:12.037145,none,sme
CUST102413,Lisa Morgan,2002-02-14,2025-04-17 07:54:04.692626,verified,2025-02-09 07:54:04.692626,none,corporate
CUST102414,Rachel Gibson,1947-11-20,2018-12-13 13:27:00.826434,verified,2020-07-24 13:27:00.826434,none,premium
CUST102415,Corey Garcia,1993-12-14,2024-02-13 02:39:25.770553,verified,2024-04-23 02:39:25.770553,none,corporate
CUST102416,Andrea Clarke,2003-04-18,2025-05-03 02:04:51.956340,verified,2026-07-21 02:04:51.956340,none,sme
CUST102417,Kenneth Walsh,1989-03-31,2018-04-21 12:35:35.301714,verified,2019-09-20 12:35:35.301714,none,retail
CUST102418,Jason Hardy,2000-12-04,2017-01-14 17:31:40.876631,verified,2017-06-11 17:31:40.876631,none,premium
CUST102419,David Robles,1971-03-06,2017-09-11 00:00:59.902473,rejected,2019-09-24 00:00:59.902473,none,retail
CUST102420,Eric Graham,2006-07-03,2022-09-12 00:46:45.631354,verified,2024-11-17 00:46:45.631354,none,retail
CUST102421,Nicole Collins,1970-08-31,2020-11-07 14:14:02.050866,verified,2020-12-17 14:14:02.050866,none,retail
CUST102422,Patricia Hernandez,2001-06-15,2018-08-03 17:49:05.690456,verified,2020-04-06 17:49:05.690456,none,retail
CUST102423,Grant Wood,1978-09-12,2021-12-01 18:42:48.960634,verified,2023-05-25 18:42:48.960634,none,retail
CUST102424,Kevin Gregory,2000-04-09,2024-06-27 08:55:10.956418,rejected,2024-09-18 08:55:10.956418,none,retail
CUST102425,Jonathon Conley,1969-02-27,2025-03-10 21:05:21.136987,verified,2027-02-05 21:05:21.136987,none,retail
CUST102426,Jennifer Gonzalez,1975-05-14,2024-02-25 00:43:00.441474,verified,2024-07-09 00:43:00.441474,none,premium
CUST102427,Terry Glover,1997-05-05,2025-06-27 05:32:45.280306,verified,2025-09-16 05:32:45.280306,none,sme
CUST102428,Michael Neal,2004-04-13,2022-09-04 16:08:25.721383,verified,2024-04-07 16:08:25.721383,none,corporate
CUST102429,Ms. Erin Lane,2001-09-21,2025-01-01 11:33:52.805759,verified,2024-10-24 11:33:52.805759,none,retail
CUST102430,Lisa Barnes,2005-01-09,2020-10-22 07:34:36.482671,pending,2023-01-09 07:34:36.482671,pep,retail
CUST102431,Jesse Mccormick,1976-11-14,2025-02-26 16:40:02.711963,verified,2025-10-07 16:40:02.711963,none,sme
CUST102432,Daniel Smith,1970-12-31,2025-08-03 19:44:08.965821,verified,2026-07-08 19:44:08.965821,none,retail
CUST102433,David Hanson,1982-11-01,2023-07-01 16:52:20.371712,verified,2024-12-29 16:52:20.371712,none,corporate
CUST102434,Nicholas Cisneros,2005-10-05,2020-12-11 21:18:40.233504,verified,2023-01-17 21:18:40.233504,none,premium
CUST102435,Patrick Harris,1946-06-27,2019-06-15 19:52:28.565325,expired,2021-03-23 19:52:28.565325,none,retail
CUST102436,William Cox,1967-07-07,2019-11-21 13:55:03.082282,verified,2020-06-28 13:55:03.082282,none,retail
CUST102437,Alvin Wilson,1995-10-14,2017-12-17 23:07:49.509062,verified,2019-09-02 23:07:49.509062,watchlist,retail
CUST102438,Cory Willis,1970-05-02,2017-02-10 02:14:32.127069,verified,2017-10-02 02:14:32.127069,none,retail
CUST102439,Amanda Johnson,1984-03-25,2020-10-12 05:04:29.298318,verified,2021-10-15 05:04:29.298318,none,retail
CUST102440,Christopher Mcclure,2007-02-28,2017-01-24 16:45:10.103153,expired,2018-08-01 16:45:10.103153,none,sme
CUST102441,Gina Spencer,1960-05-02,2025-06-09 06:22:37.294046,verified,2026-07-19 06:22:37.294046,none,premium
CUST102442,Alex Cameron,1946-11-13,2023-02-18 16:43:46.953619,verified,2022-09-26 16:43:46.953619,none,retail
CUST102443,Alisha Byrd,1971-01-27,2025-01-25 13:00:09.920158,verified,2024-08-27 13:00:09.920158,none,retail
CUST102444,Richard Rodriguez,1956-09-10,2021-01-29 16:14:00.534383,verified,2020-12-12 16:14:00.534383,none,retail
CUST102445,Elizabeth Allen,1980-01-05,2018-11-17 04:54:10.783125,verified,2018-08-01 04:54:10.783125,none,retail
CUST102446,Mary Pugh,1977-03-20,2019-07-17 05:27:31.402109,verified,2021-03-09 05:27:31.402109,none,premium
CUST102447,Yolanda Keith,2001-05-05,2025-03-06 22:06:27.978408,verified,2025-03-17 22:06:27.978408,none,premium
CUST102448,Ana Thomas,1955-05-14,2017-11-09 18:55:17.592532,verified,2018-01-14 18:55:17.592532,none,sme
CUST102449,Rebecca Lee,1972-10-11,2023-08-13 23:19:43.301417,verified,2024-01-05 23:19:43.301417,none,retail
CUST102450,James Greene,1945-07-25,2018-11-23 13:02:55.259974,verified,2018-11-15 13:02:55.259974,none,retail
CUST102451,Dana Williams,1951-07-10,2020-03-02 17:12:19.531071,verified,2022-03-26 17:12:19.531071,none,sme
CUST102452,Chelsea Nichols,1979-09-26,2016-09-02 02:49:20.777433,verified,2016-05-22 02:49:20.777433,none,premium
CUST102453,Erin Brown,2000-05-24,2021-06-05 04:40:41.026260,verified,2021-06-15 04:40:41.026260,none,premium
CUST102454,Shelley York,1948-01-31,2017-12-03 08:37:34.729960,verified,2018-01-19 08:37:34.729960,none,retail
CUST102455,Stacey Clark,1990-12-28,2025-03-24 20:28:53.108814,verified,2024-12-06 20:28:53.108814,none,sme
CUST102456,John Alvarado,1964-11-13,2026-09-02 00:00:00.000000,verified,2026-11-16 00:00:00.000000,none,retail
CUST102457,Jordan Potter,1986-03-12,2019-02-21 14:16:30.098850,verified,2019-02-25 14:16:30.098850,none,retail
CUST102458,Katrina Jimenez,1976-02-06,2016-10-14 23:59:06.697545,verified,2017-04-07 23:59:06.697545,none,sme
CUST102459,Frank Brooks,1950-08-24,2026-07-24 00:13:45.390952,verified,2026-06-22 00:13:45.390952,none,retail
CUST102460,Michelle Simpson,2001-06-01,2023-01-18 14:33:01.668061,pending,2025-04-29 14:33:01.668061,none,sme
CUST102461,James Morse,2007-06-04,2023-01-26 09:53:01.234437,verified,2024-11-20 09:53:01.234437,none,retail
CUST102462,Amanda Robinson,2007-09-21,2021-10-28 07:45:27.621258,verified,2023-03-21 07:45:27.621258,none,retail
CUST102463,Scott Foster,1970-06-16,2025-04-24 12:49:42.234695,verified,2026-07-20 12:49:42.234695,none,retail
CUST102464,Stephen Duncan,1941-08-17,2018-01-30 03:24:56.585993,verified,2019-08-15 03:24:56.585993,none,sme
CUST102465,Jacqueline Pierce,1970-08-01,2024-07-24 02:47:39.054735,verified,2026-11-06 02:47:39.054735,none,sme
CUST102466,Bradley Wallace,1960-07-16,2024-09-14 04:38:43.907893,pending,2024-07-22 04:38:43.907893,none,retail
CUST102467,Kevin Marshall,1973-06-11,2016-12-31 19:58:37.482411,verified,2018-01-19 19:58:37.482411,none,retail
CUST102468,Jessica Mcdonald,1980-09-12,2017-12-19 03:18:59.415112,verified,2017-12-30 03:18:59.415112,none,retail
CUST102469,Robert Stewart,1967-02-01,2022-02-08 13:06:43.714153,verified,2022-12-02 13:06:43.714153,none,retail
CUST102470,Christopher Hall,1945-04-11,2017-07-17 02:36:45.339605,verified,2019-09-13 02:36:45.339605,none,premium
CUST102471,Heather Miller,1975-03-31,2019-06-18 08:30:16.658752,pending,2020-10-24 08:30:16.658752,none,retail
CUST102472,Kayla Schneider,1971-01-13,2020-09-03 00:04:34.609748,verified,2022-01-13 00:04:34.609748,none,retail
CUST102473,Tammy Garcia,1967-06-03,2018-03-18 16:29:05.736736,verified,2017-12-13 16:29:05.736736,none,retail
CUST102474,Andrew Gonzalez,1980-01-26,2023-09-04 10:21:01.284794,verified,2025-07-25 10:21:01.284794,none,premium
CUST102475,Gary Turner,2007-09-01,2021-08-02 11:29:28.032437,verified,2023-03-11 11:29:28.032437,none,premium
CUST102476,Melinda Hill,2001-10-30,2023-01-12 16:33:52.640450,verified,2023-07-24 16:33:52.640450,none,premium
CUST102477,Yolanda Murillo,2002-01-09,2021-05-18 17:15:19.983339,verified,2021-10-31 17:15:19.983339,none,premium
CUST102478,Nancy Gaines,1950-02-15,2020-10-05 03:44:00.732789,verified,2021-12-13 03:44:00.732789,watchlist,corporate
CUST102479,Elijah Short,1944-01-18,2021-07-23 17:27:49.493797,rejected,2023-04-18 17:27:49.493797,none,retail
